"","Estimate","Std. Error","z value","Pr(>|z|)"
"age32:siteUrban",0.606096121817968,0.272140917324074,2.22714073200616,0.0259378696993879
"age33:siteUrban",0.443577192320195,0.45107919792327,0.983368761765974,0.325425978936699
"age34:siteUrban",0.494304715829851,0.279488130670009,1.76860718430106,0.0769594510027063
"age35:siteUrban",-0.192411574399805,0.735341652260133,-0.261662825447752,0.793581403171903
"age36:siteUrban",0.0109293496182259,0.325910327578273,0.0335348367124114,0.973248085766871
"age37:siteUrban",0.392522021519913,0.434410742884954,0.903573468080336,0.366221615200803
"age38:siteUrban",-0.527201724838021,0.227941422246801,-2.31288249253441,0.0207291006442773
"age39:siteUrban",-0.151589579879548,0.321788530511416,-0.471084471651703,0.637580413665231
"age40:siteUrban",-0.755505626711551,0.285979468000345,-2.64181772207031,0.00824624223909268
"age41:siteUrban",0.318414049366198,0.712315949712855,0.447012381927648,0.654866119860517
"age42:siteUrban",-0.567105023841223,0.35114541591246,-1.61501474358589,0.106307502090681
"age43:siteUrban",0.890933242137518,0.418600262837339,2.12836283498398,0.033307012054297
"age44:siteUrban",0.067099621085283,0.366576238463498,0.18304410936871,0.854763408975395
"age45:siteUrban",-0.88555875495975,0.254333794218987,-3.48187608209574,0.000497914050734615
"age46:siteUrban",-0.298360152409182,0.300045105063875,-0.994384335467383,0.320035791367298
"age47:siteUrban",-0.470043310998083,0.390958511318821,-1.20228437900606,0.22925336701422
"age48:siteUrban",-0.174062435731606,0.457617978488088,-0.380366252887805,0.703673561715671
"age49:siteUrban",-0.980868934764077,0.62143534740033,-1.57839256950442,0.114475451189118
"age50:siteUrban",0.42985018378561,0.381803589801543,1.12584112687112,0.260232772621421
"age51:siteUrban",-0.233654532933855,0.324777056648239,-0.719430539044888,0.471875685973896
"age52:siteUrban",-0.443726002680717,0.317875456391011,-1.39591149225092,0.162741149504125
"age53:siteUrban",-0.018058187255028,0.305136523427799,-0.059180681001961,0.952808196996088
"age54:siteUrban",-0.328213115558871,0.316966251922666,-1.03548284263067,0.300443475033254
"age55:siteUrban",0.168882315395222,0.388282355797056,0.434947179221021,0.663600768149343
"age56:siteUrban",-0.395352418396496,0.24691180769601,-1.60118878916978,0.109335111137073
"age57:siteUrban",-0.353679721995929,0.290217441783842,-1.21867148928752,0.222968903329507
"age59:siteUrban",-0.158510022724125,0.456665564174352,-0.347103077523943,0.72851388154493
"age60:siteUrban",-0.374733131193735,0.479182882037185,-0.782025287716048,0.434199712365103
"age61:siteUrban",0.136092492572233,0.340187220992004,0.400051748491256,0.689118402325572
"age62:siteUrban",0.915357999567315,0.869684370483191,1.05251747718399,0.292562196304748
